logFC	AveExpr	t	P.Value	adj.P.Val	B	ageGroup	cell	P.Bonf	P.Bonf.sig	FDR.sig
0.518018956470519	0.297935168798655	0.589837048106017	0.557833594408629	0.999999999999992	-6.25704395497922	Prenatal	Fetal_replicating	1	FALSE	FALSE
-0.3706428883147	0.476821428474095	-0.517374147389678	0.607071167375918	0.999999999999992	-6.29664314917121	Prenatal	Fetal_quiescent	1	FALSE	FALSE
0.00430572247392865	0.000291702417662805	0.270860861773089	0.787561630727373	0.999999999999992	-6.39280385101543	Prenatal	OPC	1	FALSE	FALSE
-0.312120132474421	0.160284565153686	-0.9724533675823	0.335290575808156	0.999999999999992	-5.96394414310628	Prenatal	Neurons	1	FALSE	FALSE
0.201774528426816	0.0229358638196875	0.823420531023185	0.413998959526271	0.999999999999992	-6.09476014828339	Prenatal	Astrocytes	1	FALSE	FALSE
-1.46404675245098e-17	-1.61506973050418e-18	-1.00273761818148e-14	0.999999999999992	0.999999999999992	-6.42920611999318	Prenatal	Oligodendrocytes	1	FALSE	FALSE
0.00354820076835346	0.000518878922677537	0.185852928092099	0.853277325670014	0.999999999999992	-6.41206103942684	Prenatal	Microglia	1	FALSE	FALSE
-0.044884387350496	0.0412123924135357	-0.156651235623821	0.87612142431664	0.999999999999992	-6.41702433785137	Prenatal	Endothelial	1	FALSE	FALSE
-2.10005886798063e-17	-4.10712073476421e-18	-1.26399417911513e-14	0.99999999999999	0.99999999999999	-6.75037190975382	Infant	Fetal_replicating	1	FALSE	FALSE
0.0325559508761101	0.204766210941309	0.406372343707069	0.687997361139851	0.786282698445544	-6.66587428189543	Infant	Fetal_quiescent	1	FALSE	FALSE
-0.0486145915363697	0.0253881965585475	-1.10425256115594	0.280212549688144	0.573078410504974	-6.13960239985569	Infant	OPC	1	FALSE	FALSE
-0.335378018796616	0.388820151130264	-1.96739052268099	0.0605605566732264	0.484484453385811	-4.90721134216864	Infant	Neurons	1	FALSE	FALSE
-0.0526432458740948	0.240250531970093	-0.473230626809269	0.640238477881721	0.786282698445544	-6.63592157571785	Infant	Astrocytes	1	FALSE	FALSE
0.17933354911565	0.0628385434532281	1.02640507734897	0.31472976098621	0.573078410504974	-6.22093616069714	Infant	Oligodendrocytes	1	FALSE	FALSE
0.0571299786972904	0.00467388898971247	0.936466848244263	0.358174006565608	0.573078410504974	-6.30809274171527	Infant	Microglia	1	FALSE	FALSE
0.167616377518029	0.0732624769568459	1.46196728884674	0.156461235284964	0.573078410504974	-5.69887282985191	Infant	Endothelial	1	FALSE	FALSE
-2.79507688952685e-18	-1.30725642754778e-18	-1.88434597661462e-14	0.999999999999985	0.999999999999985	-9.27335962711566	Child	Fetal_replicating	1	FALSE	FALSE
0.00285458234334023	0.0560807509238888	0.525832053659535	0.60526146437898	0.842525050069163	-9.1287176253005	Child	Fetal_quiescent	1	FALSE	FALSE
0.00129687575972881	0.00375158889072115	0.880647340976605	0.389824203915326	0.842525050069163	-8.87297962361935	Child	OPC	1	FALSE	FALSE
0.00815615247821185	0.369701881955223	0.39274507186815	0.699003530310626	0.842525050069163	-9.19240431450372	Child	Neurons	1	FALSE	FALSE
-0.00805967425624194	0.220764147367802	-0.98416641555966	0.337750950277409	0.842525050069163	-8.77582727543855	Child	Astrocytes	1	FALSE	FALSE
0.00927940131317035	0.152307865006438	0.447089500126085	0.660008980377898	0.842525050069163	-9.16857913426899	Child	Oligodendrocytes	1	FALSE	FALSE
-0.00296143567112119	0.0675768649605828	-0.340652261076735	0.737209418810518	0.842525050069163	-9.21239289851665	Child	Microglia	1	FALSE	FALSE
-0.0105659019670881	0.129816900895345	-0.861350239443751	0.400089510372026	0.842525050069163	-8.88999673727334	Child	Endothelial	1	FALSE	FALSE
-2.4708235203428e-19	-1.42971292611963e-18	-1.20811571686213e-14	0.99999999999999	0.99999999999999	-10.5359506672816	Teen	Fetal_replicating	1	FALSE	FALSE
0.000800380313723843	0.0160001013640666	0.536059827583552	0.593537070591444	0.99999999999999	-10.3905994584587	Teen	Fetal_quiescent	1	FALSE	FALSE
5.88054368723941e-05	0.000180615802771344	0.433518069872437	0.665909125391838	0.99999999999999	-10.4408245658104	Teen	OPC	1	FALSE	FALSE
0.00311261647972014	0.397266928971184	0.356946513069558	0.722155401641844	0.99999999999999	-10.4714342540119	Teen	Neurons	1	FALSE	FALSE
